"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-stdlib-string-core-v46","windows","x64","vm","true","green","64","2026-02-28T00:33:35Z","docs\evidence\profiles\v46\conformance_vm.csv"
"mvp-stdlib-string-core-v46","windows","x64","jit","true","green","64","2026-02-28T00:33:35Z","docs\evidence\profiles\v46\conformance_jit.csv"
