"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v185","windows","x64","vm","true","green","189","2026-03-01T14:57:17Z","docs\evidence\profiles\v185\conformance_vm.csv"
"mvp-profile-v185","windows","x64","jit","true","green","189","2026-03-01T14:57:17Z","docs\evidence\profiles\v185\conformance_jit.csv"
