"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-typed-execution-fastpaths-v85","windows","x64","vm","true","green","133","2026-02-28T14:30:06Z","docs\evidence\profiles\v85\conformance_vm.csv"
"mvp-typed-execution-fastpaths-v85","windows","x64","jit","true","green","133","2026-02-28T14:30:06Z","docs\evidence\profiles\v85\conformance_jit.csv"
