"file","oracle_status","oracle_values","golden_status","golden_values","match","notes"
"__tmp_rnd_probe.bas","ok","f64:0.705547511577606|f64:0.533424019813538|f64:0.533424019813538|f64:0.333575308322906|f64:6.81638717651367E-02|f64:6.81638717651367E-02","","","",""
