"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-typing-call-coercion-early-late-v75","windows","x64","vm","true","green","113","2026-02-28T11:23:12Z","docs\evidence\profiles\v75\conformance_vm.csv"
"mvp-typing-call-coercion-early-late-v75","windows","x64","jit","true","green","113","2026-02-28T11:23:12Z","docs\evidence\profiles\v75\conformance_jit.csv"
