"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-formal-foundation-v3","windows","x64","vm","true","green","9","2026-02-27T11:50:03Z","docs\evidence\profiles\v3\conformance_vm.csv"
"mvp-formal-foundation-v3","windows","x64","jit","true","green","9","2026-02-27T11:50:03Z","docs\evidence\profiles\v3\conformance_jit.csv"
