"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-typing-default-type-rules-v69","windows","x64","vm","true","green","104","2026-02-28T10:18:17Z","docs\evidence\profiles\v69\conformance_vm.csv"
"mvp-typing-default-type-rules-v69","windows","x64","jit","true","green","104","2026-02-28T10:18:17Z","docs\evidence\profiles\v69\conformance_jit.csv"
