"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-jit-exec-v20","windows","x64","vm","true","green","37","2026-02-27T13:23:26Z","docs\evidence\profiles\v20\conformance_vm.csv"
"mvp-jit-exec-v20","windows","x64","jit","true","green","37","2026-02-27T13:23:26Z","docs\evidence\profiles\v20\conformance_jit.csv"
