lane,path,status,programs,checked_arith,widening_arith,compare,failed,checked_targets
bas,conformance/vm_package/identity_seed/vmr04_diag_too_many_args.bas,bind: Wrong number of arguments or invalid property assignment,0,0,0,0,1,
bas,conformance/vm_package/identity_seed/vmr04_diag_unknown_named_arg.bas,bind: unresolved name `missing` (named argument),0,0,0,0,1,
bas,conformance/vm_package/identity_seed/vmr05_array_shape_bounds.bas,"bind: symbol model error: syntax parse failed in module vmr05_array_shape_bounds: [ParseError { offset: 566, message: ""unexpected statement"" }, ParseError { offset: 587, message: ""unexpected statement"" }, ParseError { offset: 736, message: ""expected expression"" }, ParseError { offset: 736, message: ""expected `)`"" }, ParseError { offset: 769, message: ""expected expression"" }, ParseError { offset: 769, message: ""expected `)`"" }, ParseError { offset: 859, message: ""expected expression"" }]",0,0,0,0,1,
bas,conformance/vm_package/identity_seed/vmr05_object_descriptor_identity.bas,ok,1,0,0,0,0,
bas,conformance/vm_package/identity_seed/vmr05_udt_descriptor_members.bas,bind: unresolved name `Scores_1` (member assignment target),0,0,0,0,1,
bas,examples/basic/arithmetic.bas,ok,1,2,0,0,0,Integer:2
bas,examples/basic/arrays.bas,ok,1,0,1,0,0,
bas,examples/basic/conditionals.bas,ok,1,0,0,1,0,
bas,examples/basic/errors.bas,ok,1,0,0,0,0,
bas,examples/basic/loops.bas,ok,1,0,2,3,0,
bas,examples/basic/procedures.bas,ok,1,0,1,0,0,
bas,examples/basic/projects/simple/Main.bas,bind: Sub or Function not defined,0,0,0,0,1,
bas,examples/basic/projects/simple/Math.bas,ok,1,0,1,0,0,
bas,examples/basic/strings.bas,ok,1,0,0,0,0,
bas,examples/reflection_wrapper/business_calc/BusinessCalc.bas,ok,1,1,3,0,0,Long:1
bas,examples/reflection_wrapper/engineering_math/EngineeringMath.bas,ok,1,2,4,0,0,Long:2
bas,examples/xll/application_addin/ApplicationExports.bas,bind: Sub or Function not defined,0,0,0,0,1,
bas,examples/xll/array_addin/ArrayExports.bas,ok,1,0,1,0,0,
bas,examples/xll/scalar_addin/ScalarExports.bas,ok,1,1,1,0,0,Long:1
project,examples/reflection_wrapper/business_calc/BusinessCalc.basproj,ok,1,1,3,0,0,Long:1
project,examples/reflection_wrapper/engineering_math/EngineeringMath.basproj,ok,1,2,4,0,0,Long:2
project,examples/xll/scalar_addin/ScalarAddin.basproj,ok,1,1,1,0,0,Long:1
