"run_id","side","ref","commit","backend","workload_id","category","description","iterations","average_ms","min_ms","max_ms","source_path","log_path","artifact_path"
"vmsp1-smoke-vm-small","baseline","pre-value-model-migration-2026-04-20","dd1c295b2a3d3a1530dd034d9bb4a6b4c38ea57a","vm","small_strings","small","Short scalar string intrinsic churn","1","67644.43","67644.43","67644.43","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmsp1-smoke-vm-small\generated_sources\small_strings.bas","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmsp1-smoke-vm-small\baseline\perf\logs\vm_small_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmsp1-smoke-vm-small\baseline\perf\string_perf.csv"
"vmsp1-smoke-vm-small","candidate","HEAD","892b9b35d642f75673a570b88eb3120b093ea6a9","vm","small_strings","small","Short scalar string intrinsic churn","1","62555.57","62555.57","62555.57","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmsp1-smoke-vm-small\generated_sources\small_strings.bas","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmsp1-smoke-vm-small\candidate\perf\logs\vm_small_strings.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_string_perf_vmsp1-smoke-vm-small\candidate\perf\string_perf.csv"
