"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-lang-line-continuation-v59","windows","x64","vm","true","green","95","2026-02-28T05:56:34Z","docs\evidence\profiles\v59\conformance_vm.csv"
"mvp-lang-line-continuation-v59","windows","x64","jit","true","green","95","2026-02-28T05:56:34Z","docs\evidence\profiles\v59\conformance_jit.csv"
