"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-divergence-proof-closure-v18","windows","x64","vm","true","green","37","2026-02-27T13:23:00Z","docs\evidence\profiles\v18\conformance_vm.csv"
"mvp-divergence-proof-closure-v18","windows","x64","jit","true","green","37","2026-02-27T13:23:00Z","docs\evidence\profiles\v18\conformance_jit.csv"
