"run_id","lane_id","lane","profile","prog_id","status","exit_code","started_utc","finished_utc","command","log","report"
"20260304T234000Z","L2b","registrationless-controlled","windows-headless","OxVba.TestDispatch","pass","0","2026-03-04T23:40:00Z","2026-03-04T23:40:01Z","cargo test -p oxvba-host --test com_client_end_to_end -- --test-threads=1","docs\evidence\conformance\com\COM_LANE_L2B_LOG_20260304T234000Z.txt","docs\evidence\conformance\com\COM_LANE_L2B_RUN_20260304T234000Z.md"
