"run_id","lane_id","lane","profile","prog_id","status","exit_code","started_utc","finished_utc","command","log","report"
"20260308T200432Z","L2b","registrationless-controlled","windows-headless","OxVba.TestDispatch","pass","0","2026-03-08T20:21:16Z","2026-03-08T20:21:16Z","cargo test -p oxvba-host --test com_client_end_to_end -- --test-threads=1 --nocapture","docs\evidence\conformance\com\COM_LANE_L2B_LOG_20260308T200432Z.txt","docs\evidence\conformance\com\COM_LANE_L2B_RUN_20260308T200432Z.md"
"20260308T200432Z","L2E","registered-event-callback","windows-headless","OxVba.TestDispatch","pass","0","2026-03-08T20:21:16Z","2026-03-08T20:21:16Z","cargo test -p oxvba-host --test com_client_registered_lane windows_registered_com_lane::registered_event_callback_success_when_event_capable_server_is_configured -- --ignored --exact --test-threads=1 --nocapture","docs\evidence\conformance\com\COM_LANE_L2E_LOG_OxVba.TestDispatch_20260308T200432Z.txt","docs\evidence\conformance\com\COM_LANE_L2E_RUN_OxVba.TestDispatch_20260308T200432Z.md"
