"run_id","lane_id","lane","profile","prog_id","status","exit_code","started_utc","finished_utc","command","log","report"
"20260308T204224Z","L2E","registered-event-callback","windows-headless","InternetExplorer.Application","fail","101","2026-03-08T20:42:24Z","2026-03-08T20:42:25Z","cargo test -p oxvba-host --test com_client_registered_lane windows_registered_com_lane::registered_event_callback_success_when_event_capable_server_is_configured -- --ignored --exact --test-threads=1","docs\evidence\conformance\com\COM_LANE_L2E_LOG_InternetExplorer.Application_20260308T204224Z.txt","docs\evidence\conformance\com\COM_LANE_L2E_RUN_InternetExplorer.Application_20260308T204224Z.md"
