"run_id","lane_id","lane","profile","prog_id","status","exit_code","started_utc","finished_utc","command","log","report"
"20260309T000003Z","L2E","registered-event-callback","windows-headless","OxVba.TestEventServer","pass","0","2026-03-09T15:44:29Z","2026-03-09T15:44:30Z","cargo test -p oxvba-host --test com_client_registered_lane windows_registered_com_lane::registered_event_callback_success_when_event_capable_server_is_configured -- --ignored --exact --test-threads=1 --nocapture","docs\evidence\conformance\com\COM_LANE_L2E_LOG_OxVba.TestEventServer_20260309T000003Z.txt","docs\evidence\conformance\com\COM_LANE_L2E_RUN_OxVba.TestEventServer_20260309T000003Z.md"
