"run_id","lane_id","lane","profile","prog_id","status","exit_code","started_utc","finished_utc","command","log","report"
"20260308T190000Z","L2E","registered-event-callback","windows-headless","Scripting.Dictionary","pass","0","2026-03-08T18:26:19Z","2026-03-08T18:26:20Z","cargo test -p oxvba-host --test com_client_registered_lane windows_registered_com_lane::registered_event_callback_success_when_event_capable_server_is_configured -- --ignored --exact --test-threads=1 --nocapture","docs\evidence\conformance\com\COM_LANE_L2E_LOG_Scripting.Dictionary_20260308T190000Z.txt","docs\evidence\conformance\com\COM_LANE_L2E_RUN_Scripting.Dictionary_20260308T190000Z.md"
