"run_id","lane_id","lane","profile","prog_id","status","exit_code","started_utc","finished_utc","command","log","report"
"20260308T174736Z","L2E","registered-event-callback","windows-headless","OxVba.TestDispatch","pass","0","2026-03-08T18:16:27Z","2026-03-08T18:16:27Z","cargo test -p oxvba-host --test com_client_registered_lane windows_registered_com_lane::registered_event_callback_success_when_event_capable_server_is_configured -- --ignored --exact --test-threads=1 --nocapture","docs\evidence\conformance\com\COM_LANE_L2E_LOG_OxVba.TestDispatch_20260308T174736Z.txt","docs\evidence\conformance\com\COM_LANE_L2E_RUN_OxVba.TestDispatch_20260308T174736Z.md"
