"run_id","lane_id","lane","profile","prog_id","status","exit_code","started_utc","finished_utc","command","log","report"
"20260308T190000Z","L2","registered-external","windows-headless","Scripting.Dictionary","pass","0","2026-03-08T18:26:19Z","2026-03-08T18:26:19Z","cargo test -p oxvba-host --test com_client_registered_lane -- --ignored --test-threads=1 --nocapture","docs\evidence\conformance\com\COM_LANE_L2_LOG_Scripting.Dictionary_20260308T190000Z.txt","docs\evidence\conformance\com\COM_LANE_L2_RUN_Scripting.Dictionary_20260308T190000Z.md"
