"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v163","windows","x64","vm","true","green","185","2026-03-01T09:42:29Z","docs\evidence\profiles\v163\conformance_vm.csv"
"mvp-profile-v163","windows","x64","jit","true","green","185","2026-03-01T09:42:29Z","docs\evidence\profiles\v163\conformance_jit.csv"
