"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v160","windows","x64","vm","true","green","182","2026-03-01T09:08:53Z","docs\evidence\profiles\v160\conformance_vm.csv"
"mvp-profile-v160","windows","x64","jit","true","green","182","2026-03-01T09:08:53Z","docs\evidence\profiles\v160\conformance_jit.csv"
