"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v174","windows","x64","vm","true","green","187","2026-03-01T14:21:57Z","docs\evidence\profiles\v174\conformance_vm.csv"
"mvp-profile-v174","windows","x64","jit","true","green","187","2026-03-01T14:21:57Z","docs\evidence\profiles\v174\conformance_jit.csv"
