"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-ir-optimizer-v19","windows","x64","vm","true","green","37","2026-02-27T13:23:13Z","docs\evidence\profiles\v19\conformance_vm.csv"
"mvp-ir-optimizer-v19","windows","x64","jit","true","green","37","2026-02-27T13:23:13Z","docs\evidence\profiles\v19\conformance_jit.csv"
