"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-array-type-model-v80","windows","x64","vm","true","green","121","2026-02-28T12:45:21Z","docs\evidence\profiles\v80\conformance_vm.csv"
"mvp-array-type-model-v80","windows","x64","jit","true","green","121","2026-02-28T12:45:21Z","docs\evidence\profiles\v80\conformance_jit.csv"
