"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v151","windows","x64","vm","true","green","173","2026-03-01T07:04:58Z","docs\evidence\profiles\v151\conformance_vm.csv"
"mvp-profile-v151","windows","x64","jit","true","green","173","2026-03-01T07:04:58Z","docs\evidence\profiles\v151\conformance_jit.csv"
