"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-typing-conversion-intrinsics-v76","windows","x64","vm","true","green","114","2026-02-28T11:35:14Z","docs\evidence\profiles\v76\conformance_vm.csv"
"mvp-typing-conversion-intrinsics-v76","windows","x64","jit","true","green","114","2026-02-28T11:35:14Z","docs\evidence\profiles\v76\conformance_jit.csv"
