"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v152","windows","x64","vm","true","green","174","2026-03-01T07:19:55Z","docs\evidence\profiles\v152\conformance_vm.csv"
"mvp-profile-v152","windows","x64","jit","true","green","174","2026-03-01T07:19:55Z","docs\evidence\profiles\v152\conformance_jit.csv"
