"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v157","windows","x64","vm","true","green","177","2026-03-01T08:35:21Z","docs\evidence\profiles\v157\conformance_vm.csv"
"mvp-profile-v157","windows","x64","jit","true","green","177","2026-03-01T08:35:21Z","docs\evidence\profiles\v157\conformance_jit.csv"
