"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v149","windows","x64","vm","true","green","171","2026-03-01T06:38:02Z","docs\evidence\profiles\v149\conformance_vm.csv"
"mvp-profile-v149","windows","x64","jit","true","green","171","2026-03-01T06:38:02Z","docs\evidence\profiles\v149\conformance_jit.csv"
