"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v155","windows","x64","vm","true","green","175","2026-03-01T08:08:36Z","docs\evidence\profiles\v155\conformance_vm.csv"
"mvp-profile-v155","windows","x64","jit","true","green","175","2026-03-01T08:08:36Z","docs\evidence\profiles\v155\conformance_jit.csv"
