"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-stdlib-host-sensitive-v52","windows","x64","vm","true","green","94","2026-02-28T01:10:51Z","docs\evidence\profiles\v52\conformance_vm.csv"
"mvp-stdlib-host-sensitive-v52","windows","x64","jit","true","green","94","2026-02-28T01:10:51Z","docs\evidence\profiles\v52\conformance_jit.csv"
