"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-boolean-logic-v4","windows","x64","vm","true","green","14","2026-02-27T11:58:39Z","docs\evidence\profiles\v4\conformance_vm.csv"
"mvp-boolean-logic-v4","windows","x64","jit","true","green","14","2026-02-27T11:58:39Z","docs\evidence\profiles\v4\conformance_jit.csv"
