"topic_id","case_id","scenario","vba_status","vba_observed","oxvba_status","oxvba_observed","match","notes"
"CCT-027","CCT-027-TES-001","AddFromFile + New TestEventServer + Ping()","ok","42","ok","42","true","OxVba anchor: com_early_project_end_to_end::early_bound_project_executes_registered_testeventserver_ping; command=cargo test -p oxvba-host --test com_early_project_end_to_end early_bound_project_executes_registered_testeventserver_ping -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_oracle_20260325T221949Z\CCT-027-TES-001.log.txt"
"CCT-027","CCT-027-TES-002","AddFromFile + WithEvents TestEventServer source interface","ok","7","ok","7","true","OxVba anchor: com_early_project_end_to_end::early_bound_project_registered_testeventserver_withevents_callback_preserves_value_payload (encodes payload 7 as runtime error 7007); command=cargo test -p oxvba-host --test com_early_project_end_to_end early_bound_project_registered_testeventserver_withevents_callback_preserves_value_payload -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_oracle_20260325T221949Z\CCT-027-TES-002.log.txt"
