"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-lang-udt-enum-const-v43","windows","x64","vm","true","green","55","2026-02-28T00:00:50Z","docs\evidence\profiles\v43\conformance_vm.csv"
"mvp-lang-udt-enum-const-v43","windows","x64","jit","true","green","55","2026-02-28T00:00:50Z","docs\evidence\profiles\v43\conformance_jit.csv"
