"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-language-stdlib-consolidation-gate-v56","windows","x64","vm","true","green","94","2026-02-28T01:14:03Z","docs\evidence\profiles\v56\conformance_vm.csv"
"mvp-language-stdlib-consolidation-gate-v56","windows","x64","jit","true","green","94","2026-02-28T01:14:03Z","docs\evidence\profiles\v56\conformance_jit.csv"
