"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-select-case-v7","windows","x64","vm","true","green","23","2026-02-27T12:29:57Z","docs\evidence\profiles\v7\conformance_vm.csv"
"mvp-select-case-v7","windows","x64","jit","true","green","23","2026-02-27T12:29:57Z","docs\evidence\profiles\v7\conformance_jit.csv"
