"topic_id","case_id","scenario","vba_status","vba_observed","oxvba_status","oxvba_observed","match","notes"
"CCT-043","CCT-043-TES-001","Loaded .basproj file-backed typelib reference executes New TestEventServer + Ping()","ok","42","ok","42","true","Excel baseline reuses file-backed .tlb AddFromFile probe CCT-027-TES-001; OxVba anchor: com_early_project_end_to_end::early_bound_loaded_basproj_executes_registered_testeventserver_ping; command=cargo test -p oxvba-host --test com_early_project_end_to_end early_bound_loaded_basproj_executes_registered_testeventserver_ping -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_basproj_oracle_20260326T181500Z\CCT-043-TES-001.log.txt"
