"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v180","windows","x64","vm","true","green","189","2026-03-01T14:46:25Z","docs\evidence\profiles\v180\conformance_vm.csv"
"mvp-profile-v180","windows","x64","jit","true","green","189","2026-03-01T14:46:25Z","docs\evidence\profiles\v180\conformance_jit.csv"
