"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-typing-option-explicit-diagnostics-v68","windows","x64","vm","true","green","101","2026-02-28T10:01:20Z","docs\evidence\profiles\v68\conformance_vm.csv"
"mvp-typing-option-explicit-diagnostics-v68","windows","x64","jit","true","green","101","2026-02-28T10:01:20Z","docs\evidence\profiles\v68\conformance_jit.csv"
