"lane_id","test_id","profile","runtime_class","clause_ids","status","diagnostic_code","hresult","evidence_path","repro_command"
"E3","E3-001","windows","windows-headless","RUNTIME-EARLYBIND-SMOKE","pass","","","docs\evidence\conformance\com_early\lanes\COM_EARLY_E3_E3-001_20260305T194931Z.log","cargo test -p oxvba-host --test com_early_project_end_to_end early_bound_project_executes_with_typed_declarations_subset -- --nocapture"
"E3","E3-002","windows","windows-headless","RUNTIME-EARLYBIND-VM-JIT","pass","","","docs\evidence\conformance\com_early\lanes\COM_EARLY_E3_E3-002_20260305T194931Z.log","cargo test -p oxvba-host --test com_early_project_end_to_end early_bound_project_vm_jit_snapshots_match_for_subset -- --nocapture"
"E3","E3-003","windows","windows-headless","RUNTIME-EARLYBIND-ERROR","pass","","","docs\evidence\conformance\com_early\lanes\COM_EARLY_E3_E3-003_20260305T194931Z.log","cargo test -p oxvba-host --test com_early_project_end_to_end early_bound_project_reports_compile_error_for_unsupported_member -- --nocapture"
