"lane_id","test_id","profile","runtime_class","clause_ids","status","diagnostic_code","hresult","evidence_path","repro_command"
"E4","E4-001","windows","windows-headless","CACHE-INVALIDATE-REFERENCE","pass","","","docs\evidence\conformance\com_early\lanes\COM_EARLY_E4_E4-001_20260305T194931Z.log","cargo test -p oxvba-hal windows_typelib_reference_invalidation_scope_is_stable -- --nocapture"
"E4","E4-002","windows","windows-headless","CACHE-REPLAY-DETERMINISTIC","pass","","","docs\evidence\conformance\com_early\lanes\COM_EARLY_E4_E4-002_20260305T194931Z.log","cargo test -p oxvba-hal windows_typelib_resolve_load_and_cache_roundtrip -- --nocapture"
