"lane_id","test_id","profile","runtime_class","clause_ids","status","diagnostic_code","hresult","evidence_path","repro_command"
"E0","E0-001","windows","windows-headless","HAL-TLIB-RESOLVE;HAL-TLIB-LOAD;HAL-TLIB-CACHE","pass","","","docs\evidence\conformance\com_early\lanes\COM_EARLY_E0_E0-001_20260305T194931Z.log","cargo test -p oxvba-hal windows_typelib_resolve_load_and_cache_roundtrip -- --nocapture"
"E0","E0-002","windows","windows-headless","HAL-TLIB-INVALIDATE","pass","","","docs\evidence\conformance\com_early\lanes\COM_EARLY_E0_E0-002_20260305T194931Z.log","cargo test -p oxvba-hal windows_typelib_reference_invalidation_scope_is_stable -- --nocapture"
