"lane_id","test_id","profile","runtime_class","clause_ids","status","diagnostic_code","hresult","evidence_path","repro_command"
"E6","E6-001","windows","windows-headless","FORMAL-LANE-REGISTRY","pass","","","docs\evidence\conformance\com_early\lanes\COM_EARLY_E6_E6-001_20260305T194931Z.log","cargo test -p oxvba-host formal_v466_early_binding_terminal_artifacts_exist -- --nocapture"
"E6","E6-002","windows","windows-headless","FORMAL-KANI-PMR-TLIB","deferred","FORMAL-DEFERRED-KANI","","docs\evidence\conformance\com_early\lanes\COM_EARLY_E6_E6-002_20260305T194931Z.log","cargo kani -p oxvba-host --harness pmr_typelib_resolution_transitions_typelib_refs_out_of_unbound"
