"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-perf-hotpath-baselines-v64","windows","x64","vm","true","green","98","2026-02-28T08:32:08Z","docs\evidence\profiles\v64\conformance_vm.csv"
"mvp-perf-hotpath-baselines-v64","windows","x64","jit","true","green","98","2026-02-28T08:32:08Z","docs\evidence\profiles\v64\conformance_jit.csv"
