"topic_id","case_id","scenario","vba_status","vba_observed","oxvba_status","oxvba_observed","match","notes"
"CCT-043","CCT-043-TES-ORDER3-001","Three typelib references, base then alt then alt2, unqualified TestEventServer","ok","42","ok","compile-selected-progid=OxVba.TestEventServer","true","Excel reference-order=OxVba_TestEventServer:{E2A30001-0001-0001-0001-000000000001};OxVba_TestEventServerAlt:{E2A30001-0001-0001-0001-000000000101};OxVba_TestEventServerAlt2:{E2A30001-0001-0001-0001-000000000201}; OxVba anchor command=cargo test -p oxvba-host --test com_early_project_end_to_end early_bound_loaded_basproj_prefers_first_of_three_typelib_references_for_unqualified_testeventserver -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_three_reference_order_oracle_20260327T060926Z\CCT-043-TES-ORDER3-001.log.txt"
"CCT-043","CCT-043-TES-ORDER3-002","Three typelib references, alt then base then alt2, unqualified TestEventServer","ok","84","ok","compile-selected-progid=OxVba.TestEventServerAlt","true","Excel reference-order=OxVba_TestEventServerAlt:{E2A30001-0001-0001-0001-000000000101};OxVba_TestEventServer:{E2A30001-0001-0001-0001-000000000001};OxVba_TestEventServerAlt2:{E2A30001-0001-0001-0001-000000000201}; OxVba anchor command=cargo test -p oxvba-host --test com_early_project_end_to_end early_bound_loaded_basproj_prefers_middle_first_of_three_typelib_references_for_unqualified_testeventserver -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_three_reference_order_oracle_20260327T060926Z\CCT-043-TES-ORDER3-002.log.txt"
"CCT-043","CCT-043-TES-ORDER3-003","Three typelib references, alt2 then base then alt, unqualified TestEventServer","ok","126","ok","compile-selected-progid=OxVba.TestEventServerAlt2","true","Excel reference-order=OxVba_TestEventServerAlt2:{E2A30001-0001-0001-0001-000000000201};OxVba_TestEventServer:{E2A30001-0001-0001-0001-000000000001};OxVba_TestEventServerAlt:{E2A30001-0001-0001-0001-000000000101}; OxVba anchor command=cargo test -p oxvba-host --test com_early_project_end_to_end early_bound_loaded_basproj_prefers_third_variant_when_first_of_three_typelib_references_for_unqualified_testeventserver -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_three_reference_order_oracle_20260327T060926Z\CCT-043-TES-ORDER3-003.log.txt"
