"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-perf-shape-v26","windows","x64","vm","true","green","37","2026-02-27T15:59:34Z","docs\evidence\profiles\v26\conformance_vm.csv"
"mvp-perf-shape-v26","windows","x64","jit","true","green","37","2026-02-27T15:59:34Z","docs\evidence\profiles\v26\conformance_jit.csv"
