"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v158","windows","x64","vm","true","green","178","2026-03-01T08:47:45Z","docs\evidence\profiles\v158\conformance_vm.csv"
"mvp-profile-v158","windows","x64","jit","true","green","178","2026-03-01T08:47:45Z","docs\evidence\profiles\v158\conformance_jit.csv"
