"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-variant-numeric-v13","windows","x64","vm","true","green","37","2026-02-27T13:21:55Z","docs\evidence\profiles\v13\conformance_vm.csv"
"mvp-variant-numeric-v13","windows","x64","jit","true","green","37","2026-02-27T13:21:55Z","docs\evidence\profiles\v13\conformance_jit.csv"
