"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-jit-surface-expansion-v63","windows","x64","vm","true","green","98","2026-02-28T08:30:13Z","docs\evidence\profiles\v63\conformance_vm.csv"
"mvp-jit-surface-expansion-v63","windows","x64","jit","true","green","98","2026-02-28T08:30:13Z","docs\evidence\profiles\v63\conformance_jit.csv"
