"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-class-lifecycle-v54","windows","x64","vm","true","green","94","2026-02-28T01:12:26Z","docs\evidence\profiles\v54\conformance_vm.csv"
"mvp-class-lifecycle-v54","windows","x64","jit","true","green","94","2026-02-28T01:12:26Z","docs\evidence\profiles\v54\conformance_jit.csv"
