"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-proof-integration-v17","windows","x64","vm","true","green","37","2026-02-27T13:22:47Z","docs\evidence\profiles\v17\conformance_vm.csv"
"mvp-proof-integration-v17","windows","x64","jit","true","green","37","2026-02-27T13:22:47Z","docs\evidence\profiles\v17\conformance_jit.csv"
