"topic_id","case_id","scenario","vba_status","vba_observed","oxvba_status","oxvba_observed","match","notes"
"CCT-043","CCT-043-TES-BROKEN-QUAL-001","Saved workbook with base valid then alt broken after save; explicit qualified base target","ok","42","ok","compile-selected-progid=OxVba.TestEventServer","true","Excel stage=completed; refs=name=OxVba_TestEventServer;guid={E2A30001-0001-0001-0001-000000000001};broken=False|name=;guid={E2A30001-0001-0001-0001-000000000101};broken=True; modal_observed=false; window_titles=; handler_signal=; handler_log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_qualified_broken_reference_oracle_20260327T040256Z\CCT-043-TES-BROKEN-QUAL-001.vba-dialog-handler.log; probe_exit_code=0; qualified_type=OxVba_TestEventServer.TestEventServer; OxVba anchor command=cargo test -p oxvba-host --test com_early_project_end_to_end early_bound_loaded_basproj_valid_base_then_broken_alt_resolves_qualified_base_binding -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_qualified_broken_reference_oracle_20260327T040256Z\CCT-043-TES-BROKEN-QUAL-001.log.txt"
"CCT-043","CCT-043-TES-BROKEN-QUAL-002","Saved workbook with alt valid then base broken after save; explicit qualified alt target","ok","84","ok","compile-selected-progid=OxVba.TestEventServerAlt","true","Excel stage=completed; refs=name=OxVba_TestEventServerAlt;guid={E2A30001-0001-0001-0001-000000000101};broken=False|name=;guid={E2A30001-0001-0001-0001-000000000001};broken=True; modal_observed=false; window_titles=; handler_signal=; handler_log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_qualified_broken_reference_oracle_20260327T040256Z\CCT-043-TES-BROKEN-QUAL-002.vba-dialog-handler.log; probe_exit_code=0; qualified_type=OxVba_TestEventServerAlt.TestEventServer; OxVba anchor command=cargo test -p oxvba-host --test com_early_project_end_to_end early_bound_loaded_basproj_valid_alt_then_broken_base_resolves_qualified_alt_binding -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_qualified_broken_reference_oracle_20260327T040256Z\CCT-043-TES-BROKEN-QUAL-002.log.txt"
