"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-string-bstr-v14","windows","x64","vm","true","green","37","2026-02-27T13:22:08Z","docs\evidence\profiles\v14\conformance_vm.csv"
"mvp-string-bstr-v14","windows","x64","jit","true","green","37","2026-02-27T13:22:08Z","docs\evidence\profiles\v14\conformance_jit.csv"
