"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-formal-async-hardening-v57","windows","x64","vm","true","green","94","2026-02-28T05:46:05Z","docs\evidence\profiles\v57\conformance_vm.csv"
"mvp-formal-async-hardening-v57","windows","x64","jit","true","green","94","2026-02-28T05:46:05Z","docs\evidence\profiles\v57\conformance_jit.csv"
