"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v150","windows","x64","vm","true","green","172","2026-03-01T06:50:21Z","docs\evidence\profiles\v150\conformance_vm.csv"
"mvp-profile-v150","windows","x64","jit","true","green","172","2026-03-01T06:50:21Z","docs\evidence\profiles\v150\conformance_jit.csv"
