"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-typing-type-lattice-v67","windows","x64","vm","true","green","98","2026-02-28T09:48:45Z","docs\evidence\profiles\v67\conformance_vm.csv"
"mvp-typing-type-lattice-v67","windows","x64","jit","true","green","98","2026-02-28T09:48:45Z","docs\evidence\profiles\v67\conformance_jit.csv"
