"run_id","side","ref","commit","snapshot_id","description","elapsed_ms","peak_working_set_bytes","log_path","artifact_path"
"vmmem3-smoke","candidate","HEAD","dd18643bd9dfddb3f97274f53ddf8869ec5b57f7","varptr_string_cell","VarPtr(String) exposes BSTR container cell","64860.52","11403264","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmmem3-smoke\candidate\memory\logs\pointer_varptr_string_cell.log.txt","C:\Work\DnaCalc\OxVba\docs\evidence\value_model_migration\runs\value_model_memory_vmmem3-smoke\candidate\memory\pointer_snapshot_summary.csv"
