"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-stdlib-date-time-core-v48","windows","x64","vm","true","green","94","2026-02-28T01:07:35Z","docs\evidence\profiles\v48\conformance_vm.csv"
"mvp-stdlib-date-time-core-v48","windows","x64","jit","true","green","94","2026-02-28T01:07:35Z","docs\evidence\profiles\v48\conformance_jit.csv"
