"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-typing-coercion-matrix-v73","windows","x64","vm","true","green","109","2026-02-28T10:51:40Z","docs\evidence\profiles\v73\conformance_vm.csv"
"mvp-typing-coercion-matrix-v73","windows","x64","jit","true","green","109","2026-02-28T10:51:40Z","docs\evidence\profiles\v73\conformance_jit.csv"
