"topic_id","case_id","scenario","vba_status","vba_observed","oxvba_status","oxvba_observed","match","notes"
"CCT-026","CCT-026-TES-001","Late-bound scalar arg/return","ok","17","ok","17","true","OxVba anchor: com_client_registered_lane::windows_registered_com_lane::registered_testeventserver_scalar_sum_pair_supported_subset; command=cargo test -p oxvba-host --test com_client_registered_lane windows_registered_com_lane::registered_testeventserver_scalar_sum_pair_supported_subset -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_marshaling_oracle_20260325T231210Z\CCT-026-TES-001.log.txt"
"CCT-026","CCT-026-TES-002","Late-bound array argument shape","ok","rank=1;len=3;lb=0;ub=2;first=1","ok","rank=1;len=3;lb=0;ub=2;first=1","true","OxVba anchor: com_client_registered_lane::windows_registered_com_lane::registered_testeventserver_array_argument_supported_subset; command=cargo test -p oxvba-host --test com_client_registered_lane windows_registered_com_lane::registered_testeventserver_array_argument_supported_subset -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_marshaling_oracle_20260325T231210Z\CCT-026-TES-002.log.txt"
"CCT-026","CCT-026-TES-003","Late-bound self object roundtrip","ok","True","ok","True","true","OxVba anchor: com_client_registered_lane::windows_registered_com_lane::registered_testeventserver_object_argument_supported_subset; command=cargo test -p oxvba-host --test com_client_registered_lane windows_registered_com_lane::registered_testeventserver_object_argument_supported_subset -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_marshaling_oracle_20260325T231210Z\CCT-026-TES-003.log.txt"
"CCT-026","CCT-026-TES-004","Late-bound scalar array return","ok","3,4","ok","3,4","true","OxVba anchor: com_client_registered_lane::windows_registered_com_lane::registered_testeventserver_scalar_array_return_supported_subset; command=cargo test -p oxvba-host --test com_client_registered_lane windows_registered_com_lane::registered_testeventserver_scalar_array_return_supported_subset -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_marshaling_oracle_20260325T231210Z\CCT-026-TES-004.log.txt"
"CCT-026","CCT-026-TES-005","Late-bound dispatch element inside returned array","ok","42","ok","42","true","OxVba anchor: com_client_registered_lane::windows_registered_com_lane::registered_testeventserver_dispatch_array_return_supported_subset; command=cargo test -p oxvba-host --test com_client_registered_lane windows_registered_com_lane::registered_testeventserver_dispatch_array_return_supported_subset -- --ignored --exact --test-threads=1 --nocapture; log=C:\Work\DnaCalc\OxVba\docs\evidence\conformance\oracle_captures\com_testeventserver_marshaling_oracle_20260325T231210Z\CCT-026-TES-005.log.txt"
