"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-params-v9","windows","x64","vm","true","green","29","2026-02-27T12:47:20Z","docs\evidence\profiles\v9\conformance_vm.csv"
"mvp-params-v9","windows","x64","jit","true","green","29","2026-02-27T12:47:20Z","docs\evidence\profiles\v9\conformance_jit.csv"
