"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-stdlib-math-financial-core-v49","windows","x64","vm","true","green","94","2026-02-28T01:08:28Z","docs\evidence\profiles\v49\conformance_vm.csv"
"mvp-stdlib-math-financial-core-v49","windows","x64","jit","true","green","94","2026-02-28T01:08:28Z","docs\evidence\profiles\v49\conformance_jit.csv"
