"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-profile-v156","windows","x64","vm","true","green","176","2026-03-01T08:20:51Z","docs\evidence\profiles\v156\conformance_vm.csv"
"mvp-profile-v156","windows","x64","jit","true","green","176","2026-03-01T08:20:51Z","docs\evidence\profiles\v156\conformance_jit.csv"
