"profile_scope","os","arch","backend","required","result","tests_ran","captured_at_utc","evidence_file"
"mvp-else-paths-v5","windows","x64","vm","true","green","17","2026-02-27T12:19:46Z","docs\evidence\profiles\v5\conformance_vm.csv"
"mvp-else-paths-v5","windows","x64","jit","true","green","17","2026-02-27T12:19:46Z","docs\evidence\profiles\v5\conformance_jit.csv"
